,message,label,message_length,num_digits,has_link,has_email,is_question,contain_spam_keywords,spam_keywords_count,starts_with_greeting,has_closing,num_sepcail_chars,num_excalamation_marks,number_upper_words,message_cleaned
1335,Hows the champ just leaving glasgow!,ham,36,0,0,0,0,0,0,0,0,1,1,0,"['Ġs', 'Ġthe', 'Ġchamp', 'Ġjust', 'Ġleave', 'Ġgl', 'gow', 'Ġ!']"
1336,K:)all the best:)congrats...,ham,28,0,0,0,0,0,0,0,1,4,0,0,"['k', ':', ')', 'Ġthe', 'Ġbest', ':', ')', 'cong', 'rat', 'Ġ...']"
1337,I wonder if you'll get this text?,ham,33,0,0,0,1,0,0,0,0,2,0,1,"['Ġwonder', 'Ġif', 'Ġyou', 'Ġwill', 'Ġget', 'Ġthis', 'Ġtext', 'Ġ?']"
1338,I need to come home and give you some good lovin...,ham,51,0,0,0,0,0,0,0,0,0,0,1,"['Ġneed', 'Ġto', 'Ġcome', 'Ġhome', 'Ġand', 'Ġgive', 'Ġyou', 'Ġsome', 'Ġgood', 'Ġlov', 'Ġ...']"
1339,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,spam,157,0,0,0,0,1,2,0,0,0,0,0,"['Ġbrand', 'Ġnew', 'Ġmobile', 'Ġmusic', 'Ġservice', 'Ġbe', 'Ġnow', 'Ġlive', 'Ġ.', 'Ġthe', 'Ġfree', 'Ġmusic', 'Ġplayer', 'Ġwill', 'Ġarrive', 'Ġshortly', 'Ġ.', 'Ġjust', 'Ġinstall', 'Ġon', 'Ġyour', 'Ġphone', 'Ġto', 'Ġbrowse', 'Ġcontent', 'Ġfrom', 'Ġthe', 'Ġtop', 'Ġartist', 'Ġ.']"
1340,Shall i ask one thing if you dont mistake me.,ham,45,0,0,0,0,0,0,0,0,0,0,0,"['shall', 'ĠI', 'Ġask', 'Ġone', 'Ġthing', 'Ġif', 'Ġyou', 'Ġdo', 'Ġnot', 'Ġmistake', 'ĠI', 'Ġ.']"
1341,Check wid corect speling i.e. Sarcasm,ham,37,0,1,0,0,0,0,0,0,0,0,0,"['check', 'Ġwid', 'Ġcore', 'ct', 'Ġspe', 'le', 'Ġi', '.', 'e', '.', 'Ġsarc', 'asm']"
1342,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",spam,159,23,0,0,0,1,3,0,0,9,3,4,"['urg', 'ent', 'Ġ!', 'Ġyour', 'Ġmobile', 'Ġno', 'Ġbe', 'Ġaward', 'Ġa', 'ĠÃ', '¥', 'Â£', '2', ',', '000', 'Ġbonus', 'Ġcaller', 'Ġprize', 'Ġon', 'Ġ1', '/', '08', '/', '03', 'Ġ!', 'Ġthis', 'Ġbe', 'Ġour', 'Ġ2', 'nd', 'Ġattempt', 'Ġto', 'Ġcontact', 'Ġyou', 'Ġ!', 'Ġcall', 'Ġ08', '71', 'Ġ-', 'Ġ47', '19', 'Ġ-', 'Ġ5', '23', 'Ġbox', '95', 'qu', 'Ġb', 'Ġnational', 'Ġrate']"
1343,Are you angry with me. What happen dear,ham,39,0,0,0,0,0,0,0,0,0,0,0,"['Ġyou', 'Ġangry', 'Ġwith', 'ĠI', 'Ġ.', 'Ġwhat', 'Ġhappen', 'Ġdear']"
1344,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,ham,96,2,0,0,0,0,0,0,0,0,0,1,"['Ġth', 'k', 'Ġu', 'Ġdun', 'Ġha', 'f', 'Ġ2', 'Ġhint', 'Ġin', 'Ġe', 'Ġforum', 'Ġalready', 'Ġl', 'Ġ...', 'Ġcos', 'ĠI', 'Ġtell', 'Ġr', 'Ġn', 'Ġd', 'ar', 'ren', 'Ġbe', 'Ġgo', 'Ġ2', 'Ġtell', 'Ġsh', 'uh', 'ui', 'Ġ.']"
1345,Yup ok thanx...,ham,15,0,0,0,0,0,0,0,0,0,0,0,"['Ġok', 'Ġthan', 'x', 'Ġ...']"
1346,Hi:)cts employee how are you?,ham,29,0,0,0,1,0,0,1,0,3,0,0,"['hi', ':', ')', 'ct', 'Ġemployee', 'Ġhow', 'Ġbe', 'Ġyou', 'Ġ?']"
1347,Pls pls find out from aunt nike.,ham,32,0,0,0,0,0,0,0,0,0,0,0,"['pl', 'Ġpl', 'Ġfind', 'Ġout', 'Ġfrom', 'Ġaunt', 'Ġn', 'ike', 'Ġ.']"
1348,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",ham,152,0,0,0,0,1,1,0,0,2,1,4,"['wow', 'Ġ...', 'ĠI', 'Ġlove', 'Ġyou', 'Ġso', 'oo', 'Ġmuch', 'Ġ,', 'Ġyou', 'Ġknow', 'Ġ?', 'ĠI', 'Ġcan', 'Ġbarely', 'Ġstand', 'Ġit', 'Ġ!', 'ĠI', 'Ġwonder', 'Ġhow', 'Ġyour', 'Ġday', 'Ġgo', 'Ġand', 'Ġif', 'Ġyou', 'Ġbe', 'Ġwell', 'Ġ,', 'Ġmy', 'Ġlove', 'Ġ...', 'ĠI', 'Ġthink', 'Ġof', 'Ġyou', 'Ġand', 'Ġmiss', 'Ġyou']"
1349,No screaming means shouting..,ham,29,0,0,0,0,0,0,0,0,0,0,0,"['Ġscreaming', 'Ġmean', 'Ġshout', 'Ġ..']"
1350,Hey what happen de. Are you alright.,ham,36,0,0,0,0,0,0,1,0,0,0,0,"['hey', 'Ġwhat', 'Ġhappen', 'Ġde', 'Ġ.', 'Ġbe', 'Ġyou', 'Ġalright', 'Ġ.']"
1351,Should I have picked up a receipt or something earlier,ham,54,0,0,0,0,0,0,0,0,0,0,1,"['ĠI', 'Ġhave', 'Ġpick', 'Ġup', 'Ġa', 'Ġreceipt', 'Ġor', 'Ġsomething', 'Ġearly']"
1352,I think chennai well settled?,ham,29,0,0,0,1,0,0,0,0,1,0,1,"['Ġthink', 'Ġc', 'hen', 'nai', 'Ġwell', 'Ġsettle', 'Ġ?']"
1353,Oh dang! I didn't mean o send that to you! Lol!,ham,47,0,0,0,0,0,0,0,0,4,3,1,"['oh', 'Ġd', 'ang', 'Ġ!', 'ĠI', 'Ġdo', 'Ġnot', 'Ġmean', 'Ġo', 'Ġsend', 'Ġthat', 'Ġto', 'Ġyou', 'Ġ!', 'Ġlol', 'Ġ!']"
1354,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,ham,172,0,0,0,0,0,0,0,0,3,0,0,"['un', 'fortunately', 'ĠI', 'Ġhave', 'Ġjust', 'Ġfind', 'Ġout', 'Ġthat', 'Ġwe', 'Ġhave', 'Ġto', 'Ġpick', 'Ġmy', 'Ġsister', 'Ġup', 'Ġfrom', 'Ġthe', 'Ġairport', 'Ġthat', 'Ġevening', 'Ġso', 'Ġdo', 'Ġnot', 'Ġthink', 'ĠI', 'Ġwill', 'Ġbe', 'Ġgo', 'Ġout', 'Ġat', 'Ġall', 'Ġ.', 'Ġwe', 'Ġshould', 'Ġtry', 'Ġto', 'Ġgo', 'Ġout', 'Ġone', 'Ġof', 'Ġth']"
1355,Horrible bf... I now v hungry...,ham,32,0,0,0,0,1,1,0,0,0,0,1,"['hor', 'rible', 'Ġb', 'f', 'Ġ...', 'ĠI', 'Ġnow', 'Ġv', 'Ġhungry', 'Ġ...']"
1356,Remember on that day..,ham,22,0,0,0,0,0,0,0,0,0,0,0,"['remember', 'Ġon', 'Ġthat', 'Ġday', 'Ġ..']"
1357,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,ham,91,0,0,0,0,0,0,0,0,4,2,0,"['Ġbe', 'Ġit', 'Ġfeel', 'Ġ?', 'Ġm', 'r', 'Ġ.', 'Ġyour', 'Ġnot', 'Ġmy', 'Ġreal', 'Ġval', 'ent', 'ine', 'Ġjust', 'Ġmy', 'Ġyo', 'Ġval', 'ent', 'ine', 'Ġeven', 'Ġtho', 'Ġu', 'Ġhardly', 'Ġplay', 'Ġ!', 'Ġ!']"
1358,All sounds good. Fingers . Makes it difficult to type,ham,53,0,0,0,0,0,0,0,0,0,0,0,"['Ġsound', 'Ġgood', 'Ġ.', 'Ġfinger', 'Ġ.', 'Ġmake', 'Ġit', 'Ġdifficult', 'Ġto', 'Ġtype']"
1359,Midnight at the earliest,ham,24,0,0,0,0,0,0,0,0,0,0,0,"['mid', 'night', 'Ġat', 'Ġthe', 'Ġearly']"
1360,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,ham,121,0,0,0,1,0,0,1,0,4,0,2,"['Ġbe', 'Ġnot', 'Ġsure', 'Ġthat', 'ĠI', 'Ġbe', 'Ġnot', 'Ġtry', 'Ġto', 'Ġmake', 'Ġx', 'avi', 'Ġsmoke', 'Ġbecause', 'ĠI', 'Ġdo', 'Ġnot', 'Ġwant', 'Ġto', 'Ġsmoke', 'Ġafter', 'Ġbe', 'Ġtell', 'ĠI', 'Ġsmoke', 'Ġtoo', 'Ġmuch', 'Ġ?']"
1361,K come to nordstrom when you're done,ham,36,0,0,0,0,0,0,0,0,1,0,1,"['k', 'Ġcome', 'Ġto', 'Ġn', 'ord', 'strom', 'Ġwhen', 'Ġyou', 'Ġbe', 'Ġdo']"
1362,Now press conference da:),ham,25,0,0,0,0,1,1,0,0,2,0,0,"['Ġpress', 'Ġconference', 'Ġda', 'Ġ:)']"
1363,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",spam,156,5,1,0,0,1,2,1,0,3,0,1,"['hello', 'Ġfrom', 'Ġorange', 'Ġ.', 'Ġfor', 'Ġ1', 'Ġmonth', ""Ġ'"", 'Ġfree', 'Ġaccess', 'Ġto', 'Ġgame', 'Ġ,', 'Ġnews', 'Ġand', 'Ġsport', 'Ġ,', 'Ġplus', 'Ġ10', 'Ġfree', 'Ġtext', 'Ġand', 'Ġ20', 'Ġphoto', 'Ġmessage', 'Ġ,', 'Ġreply', 'Ġyes', 'Ġ.', 'Ġterm', 'Ġapply', 'Ġ:', 'Ġwww', '.', 'orange', '.', 'co', '.', 'uk', '/', 'ow']"
1364,After completed degree. There is no use in joining finance.,ham,59,0,0,0,0,0,0,0,0,0,0,0,"['Ġcomplete', 'Ġdegree', 'Ġ.', 'Ġthere', 'Ġbe', 'Ġno', 'Ġuse', 'Ġin', 'Ġjoin', 'Ġfinance', 'Ġ.']"
1365,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",ham,155,0,0,0,1,0,0,1,0,6,1,0,"['good', 'Ġafternoon', 'Ġ,', 'Ġmy', 'Ġlove', 'Ġ!', 'Ġany', 'Ġjob', 'Ġprospect', 'Ġ?', 'Ġbe', 'Ġyou', 'Ġmiss', 'ĠI', 'Ġ?', 'Ġwhat', 'Ġdo', 'Ġyou', 'Ġdo', 'Ġ?', 'Ġbe', 'Ġyou', 'Ġbe', 'Ġlazy', 'Ġand', 'Ġbleak', 'Ġ,', 'Ġh', 'mmm', 'Ġ?', 'Ġor', 'Ġhappy', 'Ġand', 'Ġfill', 'Ġwith', 'Ġmy', 'Ġlove', 'Ġ?']"
1366,Shant disturb u anymore... Jia you...,ham,37,0,0,0,0,0,0,0,0,0,0,0,"['shall', 'Ġnot', 'Ġdisturb', 'Ġu', 'Ġanymore', 'Ġ...', 'Ġj', 'ia', 'Ġyou', 'Ġ...']"
1367,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,ham,79,0,0,0,0,1,2,0,0,0,0,0,"['bish', 'Ġlar', 'Ġnearer', 'Ġ...', 'Ġno', 'Ġneed', 'Ġbuy', 'Ġso', 'Ġearly', 'Ġcos', 'Ġif', 'Ġbuy', 'Ġnow', 'ĠI', 'Ġget', 'Ġto', 'Ġpark', 'Ġmy', 'Ġcar', 'Ġ...']"
1368,"Me, i dont know again oh",ham,24,0,0,0,0,1,1,0,0,0,0,0,"['Ġ,', 'ĠI', 'Ġdo', 'Ġnot', 'Ġknow', 'Ġagain', 'Ġoh']"
1369,Dude sux for snake. He got old and raiden got buff,ham,50,0,0,0,0,0,0,0,0,0,0,0,"['ude', 'Ġsu', 'x', 'Ġfor', 'Ġsnake', 'Ġ.', 'Ġhe', 'Ġget', 'Ġold', 'Ġand', 'Ġraid', 'en', 'Ġget', 'Ġbuff']"
1370,In e msg jus now. U said thanks for gift.,ham,41,0,0,0,0,1,1,0,1,0,0,1,"['Ġe', 'Ġmsg', 'Ġju', 'Ġnow', 'Ġ.', 'Ġu', 'Ġsay', 'Ġthank', 'Ġfor', 'Ġgift', 'Ġ.']"
1371,U too...,ham,8,0,0,0,0,0,0,0,0,0,0,1,"['u', 'Ġtoo', 'Ġ...']"
1372,Ok how you dear. Did you call chechi,ham,36,0,0,0,0,0,0,0,0,0,0,0,"['ok', 'Ġhow', 'Ġyou', 'Ġdear', 'Ġ.', 'Ġdo', 'Ġyou', 'Ġcall', 'Ġche', 'chi']"
1373,Yeah we do totes. When u wanna?,ham,31,0,0,0,1,0,0,0,0,1,0,0,"['yeah', 'Ġwe', 'Ġdo', 'Ġto', 'te', 'Ġ.', 'Ġwhen', 'Ġu', 'Ġwanna', 'Ġ?']"
1374,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,ham,73,2,0,0,0,0,0,0,0,0,0,0,"['ok', 'ĠI', 'Ġfind', 'Ġdis', 'Ġpier', 'Ġcard', 'Ġone', 'Ġwhich', 'Ġlook', 'Ġnormal', 'Ġcost', 'Ġ20', 'Ġits', 'Ġon', 'Ġsale', 'Ġ.']"
1375,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),ham,127,0,0,0,0,1,1,0,0,3,0,0,"['good', 'Ġsleep', 'Ġbe', 'Ġabout', 'Ġrhythm', 'Ġ.', 'Ġthe', 'Ġperson', 'Ġhave', 'Ġto', 'Ġestablish', 'Ġa', 'Ġrhythm', 'Ġthat', 'Ġthe', 'Ġbody', 'Ġwill', 'Ġlearn', 'Ġand', 'Ġuse', 'Ġ.', 'Ġif', 'Ġyou', 'Ġwant', 'Ġto', 'Ġknow', 'Ġmore', 'Ġ:-)']"
1376,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,ham,97,0,0,0,0,0,0,0,0,0,0,2,"['message', 'Ġfrom', 'Ġ.', 'ĠI', 'Ġbe', 'Ġat', 'Ġtr', 'uro', 'Ġhospital', 'Ġon', 'Ġext', 'Ġ.', 'Ġyou', 'Ġcan', 'Ġphone', 'ĠI', 'Ġhere', 'Ġ.', 'Ġas', 'ĠI', 'Ġhave', 'Ġa', 'Ġphone', 'Ġby', 'Ġmy', 'Ġside']"
1377,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",ham,92,0,0,0,1,1,1,0,0,1,0,0,"['Ġget', 'Ġsome', 'Ġgas', 'Ġmoney', 'Ġ,', 'Ġany', 'Ġchance', 'Ġyou', 'Ġand', 'Ġthe', 'Ġgang', 'Ġwant', 'Ġto', 'Ġgo', 'Ġon', 'Ġa', 'Ġgrand', 'Ġnature', 'Ġadventure', 'Ġ?']"
1378,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,ham,63,1,1,0,0,0,0,0,0,0,0,0,"['nt', 'Ġworry', 'Ġ...', 'Ġuse', 'Ġice', 'Ġpiece', 'Ġin', 'Ġa', 'Ġcloth', 'Ġpack', '.', 'also', 'Ġtake', 'Ġ2', 'Ġtablet', 'Ġ.']"
1379,Dude just saw a parked car with its sunroof popped up. Sux,ham,58,0,0,0,0,0,0,0,0,0,0,0,"['ude', 'Ġjust', 'Ġsee', 'Ġa', 'Ġpark', 'Ġcar', 'Ġwith', 'Ġits', 'Ġsun', 'ro', 'Ġpop', 'Ġup', 'Ġ.', 'Ġsu', 'x']"
1380,Get ready to put on your excellent sub face :),ham,46,0,0,0,0,0,0,0,0,2,0,0,"['get', 'Ġready', 'Ġto', 'Ġput', 'Ġon', 'Ġyour', 'Ġexcellent', 'Ġsub', 'Ġface', 'Ġ:)']"
1381,Tmrw. Im finishing 9 doors,ham,26,1,0,0,0,0,0,0,0,0,0,0,"['tm', 'rw', 'Ġ.', 'ĠI', 'Ġm', 'Ġfinish', 'Ġ9', 'Ġdoor']"
1382,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",ham,143,1,0,0,0,0,0,0,0,16,0,0,"['Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġg', 'Ġthat', 'ĠI', 'Ġsee', 'Ġa', 'Ġfew', 'Ġday', 'Ġago', 'Ġ,', 'Ġthe', 'Ġguy', 'Ġwant', 'Ġsell', 'Ġwifi', 'Ġonly', 'Ġfor', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ', 'Ġ', 'Ġand', 'Ġwith', 'Ġ3', 'Ġg', 'Ġfor', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ.', 'Ġthat', 'Ġbe', 'Ġwhy', 'ĠI', 'Ġblank', 'Ġhe', 'Ġ.']"
1383,"whatever, im pretty pissed off.",ham,31,0,0,0,0,0,0,0,0,0,0,0,"['whatever', 'Ġ,', 'ĠI', 'Ġm', 'Ġpretty', 'Ġpissed', 'Ġoff', 'Ġ.']"
1384,I dont have that much image in class.,ham,37,0,0,0,0,0,0,0,0,0,0,1,"['Ġdo', 'Ġnot', 'Ġhave', 'Ġthat', 'Ġmuch', 'Ġimage', 'Ġin', 'Ġclass', 'Ġ.']"
1385,Near kalainar tv office.thenampet,ham,33,0,0,0,0,0,0,0,0,0,0,0,"['near', 'Ġk', 'al', 'ar', 'Ġtv', 'Ġoffice', '.', 'amp', 'et']"
1386,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,spam,145,28,0,0,0,1,2,0,0,7,0,2,"['ur', 'Ġcash', 'Ġ-', 'Ġbalance', 'Ġbe', 'Ġcurrently', 'Ġ500', 'Ġpound', 'Ġ-', 'Ġto', 'Ġmaximize', 'Ġur', 'Ġcash', 'Ġ-', 'Ġin', 'Ġnow', 'Ġsend', 'Ġgo', 'Ġto', 'Ġ8', '66', '88', 'Ġonly', 'Ġ150', 'p', 'Ġ/', 'Ġmsg', 'Ġ.', 'Ġcc', 'Ġ0', '87', '187', '20', '201', 'Ġh', 'g', 'Ġ/', 'Ġsuite', '342', '/', '2', 'lands', 'Ġrow', 'Ġ/', 'Ġw', '1', 'j', '6', 'hl']"
1387,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,spam,149,17,0,0,0,1,2,0,0,8,3,7,"['ms', 'Ġauction', 'Ġ-', 'Ġa', 'Ġbrand', 'Ġnew', 'Ġn', 'okia', 'Ġ72', '50', 'Ġbe', 'Ġup', 'Ġ4', 'Ġauction', 'Ġtoday', 'Ġ!', 'Ġauction', 'Ġbe', 'Ġfree', 'Ġ2', 'Ġjoin', 'Ġ&', 'Ġtake', 'Ġpart', 'Ġ!', 'Ġt', 'xt', 'Ġn', 'okia', 'Ġto', 'Ġ8', '60', '21', 'Ġnow', 'Ġ!', 'Ġh', 'g', 'Ġ/', 'Ġsuite', '342', '/', '2', 'lands', 'Ġrow', 'Ġ/', 'Ġw', '1', 'j', '6', 'hl']"
1388,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,ham,104,1,0,0,0,0,0,0,0,1,0,0,"['Ġs', 'Ġbe', 'Ġcatch', 'Ġe', 'Ġshow', 'Ġin', 'Ġe', 'Ġafternoon', 'Ġso', 'ĠI', 'Ġbe', 'Ġnot', 'Ġwatch', 'Ġw', 'Ġshe', 'Ġ.', 'Ġso', 'Ġc', 'Ġu', 'Ġw', 'Ġ2', 'Ġwatch', 'Ġtoday', 'Ġor', 'Ġt', 'mr', 'Ġl', 'Ġ.']"
1389,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",ham,58,0,0,0,0,0,0,0,0,0,0,0,"['sound', 'Ġg', 'Ġ...', 'Ġhaha', 'Ġ...', 'Ġcan', 'Ġ...', 'Ġw', 'ah', 'Ġ,', 'Ġu', 'Ġy', 'Ġj', 'iu', 'Ġso', 'Ġfast', 'Ġl', 'iao', 'Ġ...']"
1390,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,ham,62,0,0,0,1,0,0,0,0,2,0,2,"['Ġ.', 'Ġto', 'Ġbe', 'Ġnos', 'ĠI', 'Ġguess', 'Ġ.', 'Ġid', 'k', 'Ġbe', 'ĠI', 'Ġover', 'Ġreact', 'Ġif', 'ĠI', 'Ġbe', 'Ġfreak', 'Ġ?']"
1391,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",ham,184,0,1,0,0,0,0,0,0,0,0,0,"['remember', 'Ġall', 'Ġthose', 'Ġwhom', 'ĠI', 'Ġhurt', 'Ġduring', 'Ġday', 'Ġof', 'Ġsat', 'anic', 'Ġimp', 'oster', 'Ġin', 'Ġme', '.', 'need', 'Ġto', 'Ġpay', 'Ġa', 'Ġprice', 'Ġ,', 'Ġso', 'Ġbe', 'Ġit', '.', 'may', 'Ġdestiny', 'Ġkeep', 'ĠI', 'Ġgo', 'Ġand', 'Ġas', 'Ġu', 'Ġsay', 'Ġpray', 'Ġthat', 'ĠI', 'Ġget', 'Ġthe', 'Ġmind', 'Ġto', 'Ġget', 'Ġover', 'Ġthe', 'Ġsame', 'Ġ.']"
1392,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,ham,611,4,0,0,0,0,0,0,0,92,0,2,"['Ġto', 'Ġmake', 'Ġa', 'Ġgirl', 'Ġhappy', 'Ġ?', 'Ġit', 'Ġbe', 'Ġnot', 'Ġat', 'Ġall', 'Ġdifficult', 'Ġto', 'Ġmake', 'Ġgirl', 'Ġhappy', 'Ġ.', 'Ġu', 'Ġonly', 'Ġneed', 'Ġto', 'Ġbe', 'Ġ...', 'Ġ1', 'Ġ.', 'Ġa', 'Ġfriend', 'Ġ2', 'Ġ.', 'Ġcompanion', 'Ġ3', 'Ġ.', 'Ġlover', 'Ġ4', 'Ġ.', 'Ġchef', 'Ġ.', 'Ġ.', 'Ġ.', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ.', 'Ġgood', 'Ġlistener', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ.', 'Ġorganizer', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ.', 'Ġgood', 'Ġboyfriend', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ.', 'Ġvery', 'Ġclean', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ.', 'Ġsympathetic', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ.', 'Ġathletic', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ.', 'Ġwarm', 'Ġ.', 'Ġ.', 'Ġ.', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ.', 'Ġcourageous', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ.', 'Ġdetermine', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ.', 'Ġtrue', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ.', 'Ġdepend', 'able', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ.', 'Ġintelligent', 'Ġ.', 'Ġ.', 'Ġ.', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ.', 'Ġpsychologist', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ.', 'Ġpest', 'Ġextermin', 'ator', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ.', 'Ġpsychiatrist', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ.', 'Ġhealer', 'Ġ.', 'Ġ.', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ.', 'Ġstyl', 'ist', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ.', 'Ġdriver', 'Ġ.', 'Ġ.', 'Ġa', 'ani', 'ye', 'Ġp', 'ud', 'ung', 'Ġv', 'ena', 'Ġ..']"
1393,"Why is that, princess? I bet the brothas are all chasing you!",ham,61,0,0,0,0,0,0,0,0,2,1,1,"['Ġbe', 'Ġthat', 'Ġ,', 'Ġprincess', 'Ġ?', 'ĠI', 'Ġbet', 'Ġthe', 'Ġbro', 'tha', 'Ġbe', 'Ġall', 'Ġchase', 'Ġyou', 'Ġ!']"
1394,"I shall book chez jules for half eight, if that's ok with you?",ham,62,0,0,0,1,0,0,0,0,2,0,1,"['Ġshall', 'Ġbook', 'Ġche', 'z', 'Ġj', 'ule', 'Ġfor', 'Ġhalf', 'Ġeight', 'Ġ,', 'Ġif', 'Ġthat', 'Ġbe', 'Ġok', 'Ġwith', 'Ġyou', 'Ġ?']"
1395,Hhahhaahahah rofl wtf nig was leonardo in your room or something,ham,64,0,0,0,0,0,0,0,0,0,0,0,"['hh', 'ah', 'ha', 'ahah', 'ah', 'Ġro', 'fl', 'Ġw', 'tf', 'Ġnig', 'Ġbe', 'Ġle', 'ardo', 'Ġin', 'Ġyour', 'Ġroom', 'Ġor', 'Ġsomething']"
1396,"Yep, at derek's house now, see you Sunday &lt;3",ham,47,1,0,0,0,1,1,0,0,3,0,0,"['ep', 'Ġ,', 'Ġat', 'Ġde', 'rek', ""Ġ'"", 'Ġhouse', 'Ġnow', 'Ġ,', 'Ġsee', 'Ġyou', 'Ġsund', 'ay', 'Ġ&', 'Ġl', ';', '3']"
